uuid,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
eb4bab70-f18b-11ec-a33e-acde48001122,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,22,301
eb4baf1c-f18b-11ec-a33e-acde48001122,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,8.9,11.6,24,267
eb4bb2c8-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,A6,Z,10.3,8.1,9.3,30,214
eb4bb66a-f18b-11ec-a33e-acde48001122,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Z,8.2,6.0,7.2,39,170
eb4bba16-f18b-11ec-a33e-acde48001122,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260
eb4bc150-f18b-11ec-a33e-acde48001122,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,253
eb4bc650-f18b-11ec-a33e-acde48001122,TOYOTA,Corolla XSE,COMPACT,2.0,4,AV10,X,7.7,6.1,7.0,40,164
eb4bca6a-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,328
eb4bce66-f18b-11ec-a33e-acde48001122,CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17,382
eb4bd244-f18b-11ec-a33e-acde48001122,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173
eb4bd618-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.0,8.4,34,196
eb4bd9d8-f18b-11ec-a33e-acde48001122,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.6,9.4,11.2,25,258
eb4bdd98-f18b-11ec-a33e-acde48001122,BMW,340i xDRIVE,COMPACT,3.0,6,M6,Z,11.9,8.3,10.3,27,241
eb4be14e-f18b-11ec-a33e-acde48001122,BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18.4,12.2,15.6,18,250
eb4be504-f18b-11ec-a33e-acde48001122,NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
eb4be8ba-f18b-11ec-a33e-acde48001122,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,7.7,6.0,6.9,41,162
eb4bec7a-f18b-11ec-a33e-acde48001122,MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.3,6.9,7.7,37,179
eb4bf026-f18b-11ec-a33e-acde48001122,BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255
eb4bf3d2-f18b-11ec-a33e-acde48001122,MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15.0,19,354
eb4bf86e-f18b-11ec-a33e-acde48001122,CHEVROLET,Corvette ZR1,TWO-SEATER,6.2,8,M7,Z,18.2,12.5,15.6,18,368
eb4bfc24-f18b-11ec-a33e-acde48001122,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,38,176
eb4bffda-f18b-11ec-a33e-acde48001122,AUDI,S4 QUATTRO,COMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
eb4c0386-f18b-11ec-a33e-acde48001122,BMW,228i xDRIVE,SUBCOMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
eb4c0732-f18b-11ec-a33e-acde48001122,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,214
eb4c0ad4-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.3,8.6,10.6,27,249
eb4c0e76-f18b-11ec-a33e-acde48001122,MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,11.9,14.7,19,340
eb4c1240-f18b-11ec-a33e-acde48001122,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
eb4c15e2-f18b-11ec-a33e-acde48001122,ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209
eb4c197a-f18b-11ec-a33e-acde48001122,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375
eb4c1d1c-f18b-11ec-a33e-acde48001122,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
eb4c20be-f18b-11ec-a33e-acde48001122,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.9,22,297
eb4c2460-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,15.6,18.0,16,300
eb4c2afa-f18b-11ec-a33e-acde48001122,ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365
eb4c2f78-f18b-11ec-a33e-acde48001122,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.1,9.6,12.1,23,283
eb4c3392-f18b-11ec-a33e-acde48001122,FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,303
eb4c377a-f18b-11ec-a33e-acde48001122,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,265
eb4c3b4e-f18b-11ec-a33e-acde48001122,DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
eb4c3f18-f18b-11ec-a33e-acde48001122,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
eb4c42d8-f18b-11ec-a33e-acde48001122,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
eb4c468e-f18b-11ec-a33e-acde48001122,BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202
eb4c4a3a-f18b-11ec-a33e-acde48001122,CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30,222
eb4c4de6-f18b-11ec-a33e-acde48001122,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
eb4c5192-f18b-11ec-a33e-acde48001122,DODGE,Grand Caravan FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274
eb4c5534-f18b-11ec-a33e-acde48001122,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27,250
eb4c5994-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315
eb4c5e12-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213
eb4c61c8-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231
eb4c660a-f18b-11ec-a33e-acde48001122,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300
eb4c69a2-f18b-11ec-a33e-acde48001122,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,230
eb4c6d26-f18b-11ec-a33e-acde48001122,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,11.9,9.0,10.6,27,249
eb4c70aa-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,9.4,7.0,8.3,34,191
eb4c742e-f18b-11ec-a33e-acde48001122,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.1,14.7,19,242
eb4c77ee-f18b-11ec-a33e-acde48001122,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235
eb4c7ec4-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18.0,16,288
eb4c852c-f18b-11ec-a33e-acde48001122,BMW,535d xDRIVE,MID-SIZE,3.0,6,AS8,D,9.2,6.3,7.9,36,212
eb4c8ac2-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
eb4c8eaa-f18b-11ec-a33e-acde48001122,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
eb4c94b8-f18b-11ec-a33e-acde48001122,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
eb4c988c-f18b-11ec-a33e-acde48001122,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253
eb4c9c38-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,307
eb4ca034-f18b-11ec-a33e-acde48001122,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
eb4ca3e0-f18b-11ec-a33e-acde48001122,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
eb4ca782-f18b-11ec-a33e-acde48001122,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22,297
eb4cad40-f18b-11ec-a33e-acde48001122,BMW,228i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.3,6.7,8.7,32,200
eb4cb272-f18b-11ec-a33e-acde48001122,PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235
eb4cb632-f18b-11ec-a33e-acde48001122,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155
eb4cb9e8-f18b-11ec-a33e-acde48001122,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,329
eb4cbd8a-f18b-11ec-a33e-acde48001122,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
eb4cc14a-f18b-11ec-a33e-acde48001122,AUDI,R8 SPYDER,TWO-SEATER,4.2,8,M6,Z,21.2,13.4,17.7,16,407
eb4cc4ec-f18b-11ec-a33e-acde48001122,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
eb4cc87a-f18b-11ec-a33e-acde48001122,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.9,12.7,16.1,18,268
eb4ccc3a-f18b-11ec-a33e-acde48001122,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.6,9.1,11.0,26,253
eb4ccfe6-f18b-11ec-a33e-acde48001122,VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5,AS6,X,12.5,9.2,11.0,26,254
eb4cd37e-f18b-11ec-a33e-acde48001122,BENTLEY,CONTINENTAL GTC,SUBCOMPACT,6.0,12,AS8,Z,20.0,12.2,16.5,17,380
eb4cd70c-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3.0,6,AS7,Z,11.1,9.6,10.4,27,231
eb4cdae0-f18b-11ec-a33e-acde48001122,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,258
eb4ce0f8-f18b-11ec-a33e-acde48001122,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.2,9.0,11.3,25,260
eb4ce6ac-f18b-11ec-a33e-acde48001122,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23,288
eb4cea62-f18b-11ec-a33e-acde48001122,PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M6,Z,13.1,9.9,11.6,24,272
eb4cf3ea-f18b-11ec-a33e-acde48001122,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
eb4cfbba-f18b-11ec-a33e-acde48001122,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.0,6.1,7.2,39,166
eb4d010a-f18b-11ec-a33e-acde48001122,BMW,435i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.3,8.4,10.5,27,247
eb4d0542-f18b-11ec-a33e-acde48001122,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,11.0,8.1,9.7,29,226
eb4d0948-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.8,20,324
eb4d0d3a-f18b-11ec-a33e-acde48001122,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9.0,11.9,24,278
eb4d1118-f18b-11ec-a33e-acde48001122,MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.7,8.0,35,187
eb4d14f6-f18b-11ec-a33e-acde48001122,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10.0,12.5,23,294
eb4d18c0-f18b-11ec-a33e-acde48001122,AUDI,S5 SPORTBACK,MID-SIZE,3.0,6,AM8,Z,11.5,8.0,9.9,29,232
eb4d1c8a-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
eb4d2040-f18b-11ec-a33e-acde48001122,VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,9.6,6.7,8.3,34,193
eb4d2400-f18b-11ec-a33e-acde48001122,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.2,8.7,32,203
eb4d27c0-f18b-11ec-a33e-acde48001122,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
eb4d2b80-f18b-11ec-a33e-acde48001122,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9.0,10.7,26,251
eb4d2f36-f18b-11ec-a33e-acde48001122,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,168
eb4d32f6-f18b-11ec-a33e-acde48001122,AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296
eb4d36ac-f18b-11ec-a33e-acde48001122,ACURA,TSX,COMPACT,3.5,6,AS5,Z,12.1,8.3,10.4,27,239
eb4d3a4e-f18b-11ec-a33e-acde48001122,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
eb4d3df0-f18b-11ec-a33e-acde48001122,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
eb4d419c-f18b-11ec-a33e-acde48001122,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,214
eb4d480e-f18b-11ec-a33e-acde48001122,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
eb4d4cc8-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.0,17.2,16,286
eb4d511e-f18b-11ec-a33e-acde48001122,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
eb4d551a-f18b-11ec-a33e-acde48001122,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,X,11.6,9.3,10.6,27,244
eb4d58f8-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237
eb4d5cc2-f18b-11ec-a33e-acde48001122,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
eb4d6082-f18b-11ec-a33e-acde48001122,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25,268
eb4d642e-f18b-11ec-a33e-acde48001122,AUDI,RS 5 Sportback,MID-SIZE,2.9,6,AS8,Z,13.5,9.0,11.5,25,268
eb4d6988-f18b-11ec-a33e-acde48001122,VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219
eb4d6e7e-f18b-11ec-a33e-acde48001122,FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8.0,35,187
eb4d72c0-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174
eb4d76d0-f18b-11ec-a33e-acde48001122,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M6,X,8.3,6.4,7.4,38,173
eb4d7ab8-f18b-11ec-a33e-acde48001122,BMW,ACTIVEHYBRID 7L,FULL-SIZE,3.0,6,A8,Z,10.5,7.6,9.2,31,212
eb4d7e96-f18b-11ec-a33e-acde48001122,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292
eb4d826a-f18b-11ec-a33e-acde48001122,PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,281
eb4d863e-f18b-11ec-a33e-acde48001122,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19,344
eb4d8a08-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35,184
eb4d8dbe-f18b-11ec-a33e-acde48001122,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.2,14.1,16.3,17,380
eb4d9174-f18b-11ec-a33e-acde48001122,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
eb4d9566-f18b-11ec-a33e-acde48001122,AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,238
eb4d9912-f18b-11ec-a33e-acde48001122,GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239
eb4d9cc8-f18b-11ec-a33e-acde48001122,MASERATI,Ghibli S Q4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
eb4da06a-f18b-11ec-a33e-acde48001122,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M6,Z,10.6,7.4,9.1,31,214
eb4da40c-f18b-11ec-a33e-acde48001122,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
eb4da7a4-f18b-11ec-a33e-acde48001122,HONDA,Odyssey Touring,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
eb4dab46-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.6,11.8,24,275
eb4daede-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24,275
eb4db276-f18b-11ec-a33e-acde48001122,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,12.2,8.6,10.6,27,170
eb4db636-f18b-11ec-a33e-acde48001122,NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23,290
eb4db9d8-f18b-11ec-a33e-acde48001122,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
eb4dbd70-f18b-11ec-a33e-acde48001122,DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
eb4dc108-f18b-11ec-a33e-acde48001122,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
eb4dc496-f18b-11ec-a33e-acde48001122,DODGE,Charger AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.0,10.1,13.3,21,312
eb4dc82e-f18b-11ec-a33e-acde48001122,AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224
eb4dcbd0-f18b-11ec-a33e-acde48001122,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
eb4dcf68-f18b-11ec-a33e-acde48001122,MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS8,Z,14.5,10.0,12.4,23,293
eb4dd300-f18b-11ec-a33e-acde48001122,CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS6,D,8.7,5.1,7.1,40,192
eb4dd698-f18b-11ec-a33e-acde48001122,LEXUS,LS 500,MID-SIZE,3.4,6,AS10,Z,12.2,7.8,10.2,28,240
eb4dda30-f18b-11ec-a33e-acde48001122,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
eb4dddc8-f18b-11ec-a33e-acde48001122,CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325
eb4de160-f18b-11ec-a33e-acde48001122,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,10.7,8.5,9.7,29,226
eb4de4ee-f18b-11ec-a33e-acde48001122,LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
eb4de87c-f18b-11ec-a33e-acde48001122,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
eb4dec14-f18b-11ec-a33e-acde48001122,BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.7,7.3,9.1,31,214
eb4def98-f18b-11ec-a33e-acde48001122,JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
eb4df326-f18b-11ec-a33e-acde48001122,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27,244
eb4df6b4-f18b-11ec-a33e-acde48001122,MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
eb4dfa42-f18b-11ec-a33e-acde48001122,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
eb4dfdd0-f18b-11ec-a33e-acde48001122,KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,21,317
eb4e015e-f18b-11ec-a33e-acde48001122,BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26,251
eb4e04ec-f18b-11ec-a33e-acde48001122,ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
eb4e087a-f18b-11ec-a33e-acde48001122,LEXUS,IS 200t,COMPACT,2.0,4,AS8,Z,10.6,7.2,9.0,31,212
eb4e0c08-f18b-11ec-a33e-acde48001122,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.1,10.2,12.4,23,290
eb4e0f96-f18b-11ec-a33e-acde48001122,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393
eb4e1324-f18b-11ec-a33e-acde48001122,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.7,10.7,26,252
eb4e16b2-f18b-11ec-a33e-acde48001122,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
eb4e1a4a-f18b-11ec-a33e-acde48001122,ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
eb4e1dd8-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.0,13.3,21,311
eb4e22f6-f18b-11ec-a33e-acde48001122,JEEP,Wrangler 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274
eb4e27e2-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
eb4e2c10-f18b-11ec-a33e-acde48001122,BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234
eb4e3002-f18b-11ec-a33e-acde48001122,RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300
eb4e33f4-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
eb4e37c8-f18b-11ec-a33e-acde48001122,MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16.0,10.8,13.7,21,321
eb4e3b88-f18b-11ec-a33e-acde48001122,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248
eb4e3f48-f18b-11ec-a33e-acde48001122,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,8.4,34,193
eb4e433a-f18b-11ec-a33e-acde48001122,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191
eb4e46fa-f18b-11ec-a33e-acde48001122,ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,196
eb4e4ab0-f18b-11ec-a33e-acde48001122,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.6,6.2,5.9,48,137
eb4e4e5c-f18b-11ec-a33e-acde48001122,DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,304
eb4e5212-f18b-11ec-a33e-acde48001122,FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11.0,26,258
eb4e55be-f18b-11ec-a33e-acde48001122,DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,186
eb4e5960-f18b-11ec-a33e-acde48001122,ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.5,9.3,11.6,24,271
eb4e5d02-f18b-11ec-a33e-acde48001122,DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
eb4e60a4-f18b-11ec-a33e-acde48001122,PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313
